comments,predicted_sentiment
"Heran ama netizen apa mau mikir dikit kalo ini salah satu issue jebakan diarahkan buat jokowi family ya... untuk membuat nilai nama jokowi. Gibran sdh tau ini jebakan batman buat jokowi fam, ga ada niat dan akan sebodoh itu dia ambil posisi cawapres prabowo. Yg perlu diperbaiki legislatif nya hoiii... tu UU pemiskinan koruptor sdh diajukan sejak jokowi jd presiden, napa blm disahkan ama dpr, coba ini yg harusnya netizen kejar... makanya kaesang masuk ke psi spy bisa bawa ke parlemen untuk bersama pdip mempunyai suara yg cukup untuk mengesahkan UU pemiskinan koruptor... ayo sadar perbaiki wakil rakyat di dpr...",positive
Ngibul-bilitas,positive
Merusak tiang2 penyanggah tegaknya negara ini...negara ini ada dengan banyak pengorbanan.dan ada org2 yg sembrono....utak atik diamnya rakyat.,negative
"Terima kasih bung ""Uceng! Anda salah satu "" orang orang yg  masih bisa, mampu berteima kasih atas anugrah yg Tuhan titipan pada manusia, baik berupa Panca Indra maupun. Otak untuk berpikir yg terbungkus dlm hati nurani, * putih nya 'kapas ,berkenampak'an putihnya hati berkeadaan..",negative
"Kalau benar gibran bersama Prabowo dgn cara seperti ini, sangat kasihan dgn Prabowo. Karena dekat dgn perilaku rezim saat ini, padahal rakyat sudah bosan dgn rezim ini. UU produk DPR MPR tidak bisa dirubah oleh lembaga lain, karena DPR MPR adalah wakil rakyat, yg boleh mengubah atau amandemen DPR MPR. MK bukan wakil rakyat, jadi apa yg dilakukan atau putuskan tidak mewakili rakyat. Menjadi aneh hanya dari lima orang berani mengubah UU produk wakil rakyat padahal mereka atau secara lembaga bukan wakil rakyat.",positive
ingat menurut agama pun sesuatu ataupun nafsu yang berlebihan itu semua hanya sebuah keserakahan yang akan membuat dirinya hancur tak berdaya dengan apa yang sudah dilakukannya..kita yang rakyat jelata semoga kedepannya negara kita dipimpin oleh figur yang punya martabat serta marwah untuk menjaga keadilan dan kesejahteraan rakyatnya itu sendiri..aamiin,positive
"YANG SALAH YA GEROMBOLAN  OLIGARKI PARTAI YANG MEMBUAT UU SEENAK JIDATNYA MELULU UNTUK KEPENTINGAN KETUM-KETUMNYA UNTUK BISA BERKUASA SELAMA-LAMANYA, KEBANYAKAN BOLONGNYA. KETIKA DIKRITIK SEBUTIN KALAU ENGGAK PUAS GUGAT SAJA DI MK.  KUALITAS AMBURADUL UU KAN JADI MAKANAN EMPUK DI MK, YA SUKA-SUKA MK LAH TAMBAL SIKIT, TAMBAL BANYAK BAHKAN BISA SAJA DIBATALKAN. ",negative
"Ngapain ngomong koar² palu hakim patah, bentar lagi kalau penghancur pildun u20 berkuasa, itu meja segedungnya juga dirobohkan ",positive
negara konohi udah dimiliki oleh orang2 itu saja. usahaku cuma bisa segini saja. melek sepak terjang satu per satu kandidat. memilih yang paling baik diantara yang lainnya. dan paling jauh dari keburukan. selebihnya kuserahkan sama yang Kuasa. mudah2an Allah akan terus merahmati tanah yang kupijak ini.,negative
"Kalau penentuan Gibran jadi cawapres tetap menunggu putusan Jokowi, ini pun sudah menunjukkan cawe-cawenya Jokowi dalam politik dinasti. Jika tidak, sudah sejak lama ketika gambar dia dan anak dipakai, pasti ditolaknya.",negative
"Aneh banget sumpah, udah la banyak kebohongannya, nepotisme lagi, tapi kok masih banyak pendukungnya",negative
Bobrok,positive
Kebuka mata dunia siapa jokowi sebenernya,negative
"Ngubah peraturan berasa kayak pesen kopi jgn panggil aku anak kecil paman, panggil aku cawapres",positive
Sudah SERING PATAH PALU HAKIM....jika MAU di AUDIT untuk di HITUNG... RATUSAN KALI Jumlahnya... Yang MEMBUAT PALU 'KEADILAN' HAKIM PATAH....adalah UANG PANAS dan HAUS KEKUASAAN... TERUS KURANG sehingga LUPA BERSYUKUR...LUPA ALLAH...Lupa TUHAN....,negative
"Sebagai rakyat Indonesia yang bijak ya harus taat hukum yang berlaku,,protes keras boleh kalau tidak taat ya jangan ",negative
Jokowi memang hebat,positive
"Bukan hanya pak Jokowi dan saya yakin semua pemimpin juga melakukan hal yang sama,, yang terpenting pemimpinnya tidak merugikan rakyat Indonesia walaupun siapapun pemimpinnya,, semua yang kontra itu pasti sebagian besar kepentingan politik,, kita sebagai rakyat Indonesia harus tau ini sudah masuk dalam tahun politik,, siapapun pemimpinnya yang penting pro rakyat seperti kinerja pak Jokowi",positive
"Hancurlah nama joko wi? Kita adili dgn tak memilih anaknya di pemilu2 ke depannya, setujuuu?",positive
Lebih parah dari mbah Harto si Joko,positive
"Saya cuma mau tau aja, APA SIH PRESTASINYA GIBRAN?? sampai sebegitu hebohnya mau dijadikan cawapres. Apakah sdh gak ada lagi org yg lbh pantas dan bermutu di negeri kita ini?",negative
"Sekarang jelas kan  jokowi yg dinilai polos dan negarawan plus banyak ngmg enggak² di beberapa media trnyata menjadi pemimpin yg manfaatin jabatan  Jokowi itu muka polos tp otak sgt licik, jijik pun lht mukanya ",positive
Semua kekacauan di negeri ini biang keroknya adalah Jokowi !!!!! Baik rakyat relawan maupun pejabat Yg msh memihak dan mendewakan Jokowi berarti mereka itu dibodohi shg menjadi tidak punya akal sehat!,negative
Kasihan prabowo udah kejebak nih karna kalo gak ambil gibran dia akan hilang dukungan jokowi kalo ambil gibran akan di cap buruk terutama orang orang yg melek sosial media mayoritas nya generasi muda,negative
"Bukan Patah. tpi memang tidak pakai Palu, tapi pakai Logika Pribadi.",negative
"plot twist dari pak jokowi, jago juga mainnya , macam serigala berbulu domba....",positive
"Dari keterangan ini sj sdh jelas,, putusan berdasarkan kepentingan.. Independensi hakim nol besar 000000",negative
mk - mhkamah k0nt0L ,negative
Ular yg dipelihara sedari kecil akhirnya menggigit tuannya dengan bisa yg mematikan,negative
Dinasti Jokowi,negative
Kira2 berapa pemuda potensial yang berpengalaman yang mendapatkan berkah dari putusan MK,positive
Arsiteknya scenario TIDAK JELI TIDAK CERDAS ‼,negative
Yang gue heran masyarakat kok tenang2 aja gitu. Seakan2 mewajarkan hal ini. Entah karena emang ga perduli lagi sama kelakuan rezim yang bobrok atau emang rakyat betul2 setuju dengan putusan hal seperti ini. Seakan apa yang udah dilakukan jokowi selama ini menjadi guilty pleasure bagi kelakuan2 yang terjadi saat ini. ,positive
Kemarin paman datang Pamanku dari em ka Dibawakannya simalakama Titipan ayah dari ti ong hos,negative
Uadah lah..... Suruh ambil aja semua,positive
"""SAYA AKAN CAWE-CAWE DEMI KABAIKAN KELUARGA SAYA"". #YNTKTS",negative
orba rasa baru nih.. ,positive
HANCURNYA NILAI HUKUM INDONESIA HANYA KARENA SEORANG JOKOWI,positive
Paman datang semua berubah .,negative
"Yg jelas: itu drama memuakkan, berakibat fatal dan akan jadi bumerang.......",positive
Style Boleh Culun Tapi Nafsu Kekuasaan Keluarga Rezim Negeri Wakanda Jangan Di Ragukan  Gaskeun Paman Waktu Mepet ,positive
Jokowi selesai jabat presiden langsung alih profesi jd pelawak. Bocah nya kocak soalnya,negative
hanya mata najwa yang ga berani membahas ice copi vietnam. wkwk pdahal mata najwa bisa mendatang kan prof.edi dan pengacara oto biar masyarakat melihat mereka mengedepan kan pendapat mereka. ayoo datangin dong adu tu mreka,negative
Saya daftar jadi calon presiden atau cawapres bisa gak ya?,negative
"Palu hakim patah berkeping kslau Gibran gak jadi cawapres, ketua MK remuk hatinya berkeping",positive
"Bukankah hal spt ini bukan hal baru.. bukan hanya MK lembaga negara yg lainpun sudah dikangkangi rezim. Spt DPR, KPK dst.. semua dikondisikan agar rencana2 rezim bisa berjalan mulus.. miris memang.. siapa bisa membenahi ini ?? Kalau semua sudah ikut terlibat. Tapi Allah tidak tidur,  takutlah kepada Allah yg azab nya sangatlah pedih.",negative
"Ketakutan yg membuat keputusan yang salah. Ketakutan akan di penjara setelah tidak menjabat.,,",negative
Mahkamah Kolega,positive
"Bener kata cak nun, ini itu firaun..",negative
"Bnyak org yg klihatan sederhana,lugu,merakyat tp berbahaya...",negative
Bisa jdi itu sbb Cawe2 jokowi,positive
"Ga kaget sih, kemaren soal BPJS aja udah disuruh batalin malah dibikin Perpres lagi buat ngakalinnya ",negative
"Keputusan MK ini, ape bisa menurunkan Jokowi Kalau dilihat Dari semangat Reformasi yaoitu KKN  khusnya Nepotisme  ????",negative
Pilpres 2024 Pilih AMIN Anies Muhaimin Pilihan Terbaik,positive
"Kami rakya menerima putusan MK, tapi menolak putusan Ipar presiden. Agar kami tidak menganggap mana putusan ipar dan MK, lebih baik ipar mundur dari sana. Ini sama dengan putusan buruk MK lain nya yg penuh sandiwara yaitu : 1. Omnibuslow pura-pura menolak tapi di putuskan 2. RUU KPK 3. Perpanjangan Ketua KPK dari Komplotan nya 4. Batas umur di tolak, tapi menerima sudah pernah jadi kepala daerah, ini sama aja 5. Pengajuan kecurangan pemilu, memenangkan Capres dari Dotrin Survei pemilu dan Kotak kardus, Malah memenangkan pihak berkuasa. Jadi sebaik nya Ketua MK di ganti jadi SALDI ISRA. agar pengajuan kecurangan pemilu 2024 nanti bisa di putuskan secara ADIL. bukan putusan dari IPAR atau KERABAT.",negative
Demokrat PKS kalau ingin maju bikin koalisi sendiri,positive
"Rezim Jokowi,Rezim ugal-ugalan,memang Negeri ini milik nenek moyangnya apa?ngatur negara semaunya,hukum cuma dijadikan alat utk melanggengkan kekuasaan buat diri sendiri dan keluarganya.. menjijikkan!!!Wajar Rakyat Marah ,aturan di buat seenaknya..",negative
hancur lebur MK,positive
Partai oposisi dilarang jadi wakilnya para capres,positive
Banyak kebusukan yg dibalut dg tampilan sederhana.. Ambisi Pribadi yg tdk legowo meninggalkan kekuasaan dg memberi kesempatan hanya unruk anak2 nya menjadi pejabat Publik Ini nyata adalah politik Dinasty.. Dibantu Pamannya yg Menjadi ketua MK yg teramat sangat sangat sayang kepada Gibran sang Ponakan,negative
Apakah pemilu 2024 nanti masih bisa dipercaya akan jurdil???,negative
"Kasus ini akan dijadikan senjata oleh PDI beserta buzzernya untuk menyerang Pak Prabowo dengan narasi 'Dinasti Politik, haus kekuasaan, blablabla',, jika memang benar akan menggaet Gibran sebagai cawapresnya Gw setuju keputusan ini sedikit kurang fair, tapi mau bagaimana lagi ini bukan buatan Pak Prabowo tapi diduga buatan .... ah gw gamau sebutin namanya yg jelas orang jawa tengah atau partai kecil merah berlogo mawar hehehe Justru gw lebih setuju Pak Prabowo bersanding dengan Mahfud MD (tapi udah keduluan pdip wkwk) atau sang pemikir cerdas Pak Yusril Ihza Mahendra atau untuk menggaet pemilih jawa timur yakni Ibu Khofifah",negative
"Buat AHY jangan berharap jadi wakil kalau tidak punya kemampuan, tiga capres ini sudah dapat izin dari Jokowi, wakilnya juga harus izin Jokowi",positive
"dr wacana 3 periode, wacana tunda pemilu, anak mantu ipar jd pejabat semua & ga ada malu2 nya, sampe anak kemarin sore mau jd wapres..  apa yg pakde sembunyikan hingga msh mau mencengkram kekuasaan di Konoha..",positive
Sejarah kelam yg memalukan......tercatat busuk sebusuk-busuknya.,negative
Jangan kendor Bersuara untuk kebenaran dan tegaknya Hukum dan institusi di negara ini... MK harus Bertanggung jawab atass kerusakan Kekuasaan MK yg keruanya teramat sayang kepada Ponakannya,negative
Demi Keponakan Dan Kepentingan Sekelas Mahkamah Konstitusi SeDemikian Bisa Berubah Menjadi Mahkamah Keluarga / Mahkamah Kepentingan...,negative
"Kita harus fair menilai sesuatu secara adil, seperti bang Zainal ini, adakah yg bisa memberikan pandangan pada pak jokowi dan pak prabowo secara arif, betapa berbahayanya perilaku beliau",negative
Gue gak ngerti Hukum tetapi terlihat sekali kesannya DPR RI kita masalah hukum silahkan ke MK ini berkesan apa yg dibuat Hukum ini pesannan,negative
SEMUANYA BERAWAL DARI MEMBERHALAKAN TUKANG BERBOHONG ALIAS PENIPU,positive
Hari ini    seperti bikin kue sesuai ordernya ...,negative
"Saya melihat bahwa yg dulunya jokowi disupport oleh PDI-P dgn modal dari para oligarki indonesia.. Dan sekarang jokowi dgn berbagai proyeknya, dia sudah menggandeng oligarki cina dan berusaha dgn backing itu akan menghancurkan PDI-P dan menguasai Indonesia dari segala lini..",positive
"Saya kok teringat waktu kecil ada ""boneka susan"" ?!",positive
"Aneh kmu mas. di satu sisi anda anggap pak jokowi cawe2 dalam putusan MK ini lewat pembiaran yg menurut anda sengaja di lakukan oleh beliau, tp disisi lain anda berharap jokowi seharusnya mengintervensi keputusan yg di ambil oleh sebuah partai dalam menentukan ketua umumnya. Maunya apa toh mas?",positive
"Muak Politik Dinasty, Dinasty Kim Jong Un lho...",positive
"Smg pakar"" hkm yg ada di NKRI, Sepakat utk mengajukan Anwar Usman yg sbg Ketua Hakim MK...DIPECAT !!!",negative
Sayang sekali pak Jokowi Harusnya bapa presiden istirahat dari kepentingan politik,positive
Mas ucengggg,positive
MK = MAHKAMAH KELUARGA,negative
"Bubarkan MK,  Final untuk keputusan yang menghancurkan Hukum.",negative
"jokowi akan cawe cawe di pilpres demi bangsa dan negara, ternyata... demi keluarganya.",positive
"da malas mencampuri politik lbih baik diam krna klo saya bicara kseluruh penjuru bergetar cukup mengamati saja tapi jangan salah menilai,saya diam bkn krna masuk angin tpi pengen strahat sambil mnikmati kopi,smua prmainan teka teki politik itu sdah ditanganku,siapa yg pantas biarlah final yg menentukan,",positive
Bubarkan MK dan makzulkan rezim ijasah palsu segera. Rakyat sdh muak dg kelakuan MK dan rezim ijasah palsu ini.,negative
"Yang jelas pertaruhan pak jokowi seperti hidup dan mati....kredibilitas dan kapabelitas yg sudah sangat tinggi dipupuk selama sepuluh tahun, tiba tiba masuk ke jurang, hilang dimata masyarakat",positive
Bagus sekali pembahasannya semoga banyak pemilih yg nonton dan bisa berpikir kritis,negative
Negara udah bobrok masa pemilu udah pendaftaran capres kok masih sibuk aturan persyaratan.kalo gak bisa ngatur mundur itu jantan dan tanggung jawab. Pil kades aja gak pernah terjadi seperti ini. Malu maluin rezim ini.,negative
"Jokowi salah mengambil lawan kali ini, memgambil lawan si petarung hebat segala cuaca dan segala matra yaitu Megawati.",positive
"Demokrat mendukung Prabowo boleh, kalau jadi wakilnya harus izin Jokowi dulu seperti Anies dulu",positive
Anak ingusan dar partai ingusan mengusulkan anak ingusan ke paman ingusan atas saran bapak ingusan,positive
"Mau main game ketika batere tinggal 10%, sangat berbahaya.",negative
"Mudah2an 8 hakim MK selain Anwar Usman sang ipar jokowi, yg merasa bahwa marwah MK sudah hilang..bisa secara bersama2 melakukan aksi nyata buat mengembalikan marwah MK..krn selama di MK masih ada sang Ipar, jangan harap rakyat akan mematuhi setiap keputusan yg dihasilkan..didepan mata terlihat ""chaos"", krn kemuakan yg memuncak",negative
"Hehehe untuk saat ini siapapun pemimpinnya hanya memikirkan diri sendiri, keluarga dan kelompok. Mau itu dari kubu a,b, atau c sekalipun sampai z, politik itu jahat bahkan untuk ulama sekalipun, makanya banyak ulama yang tidak mau jadi pemimpin seperti kepala daerah maupun presiden karena mereka sadar tanggung jawab sebagai pelayan ummat",positive
Menggelikan,positive
"Salah satu usaha jokowi menggoyangkan akar rumput ( rakyat ) melalui megadrama , yg mempertontonkan bahwa hukum indonesia perlu di reformasi dan itu masuk fokus utama presiden brikutnya dan dibutuhkan dukungan rakyat",negative
Makin terang2an hukum di negara ini dibuat rusak,positive
"Anak muda cerdas seperti bung uceng harusnya layak jadi pemimpin negeri ini agar negeri ini maju dan.mandiri, janganlah negeri ini dipimpin orang tdk cerdas apalagi anak anak kasihan nanti apa apa tergantung asing rakyat cuma jadi buruh dengan upah murah jauh dari sejahtera yg ada  nanti pulau dikuasai asi g.",negative
"Orkestrasi ini ada yg merancang, tapi kita tunggu dulu lah apakah DPR akan terlibat dalam orkestrasi ini. Kalau akhirnya DPR  ikut ikutan dalam kasus ini,  pasti ada orang besar dibalik ini semua.",negative
Pak Jokowi itu haus kekuasaan atau ada tekanan dari luar ? Tekanan yang menjadikan Hutang yang harus di selesaikan.,negative
Ci cie cie cie.....,positive
Rakyat pun di buat Planga Plongo  Dan ada yang Cengar Cengir lagi Cengengesan kegirangan ,negative
"Putusan mk pinal dan mengikat masarakat harus tunduk pada putusan itu walaupun salah kontraproduktif,masarakat harus menuntut kemana apabila putusan hakim seenaknya walaupun salah secara hukum,dimana keadilan bagi masarakat atas keputusan hakim yg kontraproduktif itu,apakah hakim itu harus dibiarkan? Jelas ini akan merusak tatanan hukum dan rasa keadilan bagi masarakat.",negative
"Kok pembiaran, la itu kan pilihan anaknya sendiri, kalo sebelumnya percaya dan kenapa jadi tidak percaya. Uangkap saja sampai jelas clear dan clear.",negative
Demi adik ipar ingusan jd pejabat apapun di lakukan Itulah dinasti jokowie.,negative
"Kan sudah di sampaikan sendiri itu mahal kalo memangpak dhe melakukan, di klarifikasi kita pendengar yg baik kok, cie cie cie......",negative
"SBY itu memaksakan anaknya jadi wakil, sampai bertemu Jokowi di istana, AHY bisa apa dirubahlah MK harus yg pernah jadi pemimpin daerah",negative
4:35 kenapa ya banyak orang orang melihat putusan MK subyektif? Sebetulnya apa sih yang jadi indikatornya keputusan itu subyektif atau objektif,negative
"Wahai Pakde 9 tahun pemerintahan anda yang bisa dikatakan salah satu yang terbaik. Pembangunan dan pemerataan infrastruktur dimana mana mulai dari bandara, kereta api, jalan tol, LRT, MRT, kereta cepat, bendungan, sirkuit motogp, dll, membawa negara yang berhasil survive dari covid, merebut Freeport, membubarkan Petral, merebut aset negara dari Cendana. Saat ini semua itu hancur seketika karena (walau secara proxy tanpa turun tangan langsung) anda telah merusak konstitusi dan fondasi tata negara Republik Indonesia hanya demi kepentingan keluarga semata tanpa memperhatikan dampak buruknya bagi Bangsa dan Negara di masa depan. Anda ingin Indonesia Maju 2045 dan anda sudah punya roadmapnya menuju kesana TAPI jangan harap itu terjadi kalau rakyat sudah tidak lagi percaya pada pemerintahnya akibat kecewa melihat hukum negara diperkosa demi memuaskan keinginan pribadi Anda. Rakyat gak akan lagi percaya hasil pemilu dan putusan sengketa dari MK karena MK sudah dianggap bobrok di mata kami.",negative
"Jikalau Gibran tidak jadi bacawapres,nilai narasi anda jadi NOL BESAR.",positive
"Baru di kali, sejarah MK, sangat rusak seperti MK itu maksiat keluarga",negative
